14212,Apple iPad Air 128GB WiFi + 4G (AT&T),$76.80,$385.60,$385.60
14215,Apple iPad Air 64GB WiFi + 4G (T-Mobile),$37.60,$230.40,$230.40
14213,Apple iPad Air 16GB WiFi + 4G (T-Mobile),$37.60,$230.40,$230.40
14216,Apple iPad Air 128GB WiFi + 4G (T-Mobile),$56,$242.40,$242.40
14219,Apple iPad Air 64GB WiFi + 4G (Verizon),$37.60,$236.80,$236.80
14217,Apple iPad Air 16GB WiFi + 4G (Verizon),$37.60,$230.40,$230.40
14220,Apple iPad Air 128GB WiFi + 4G (Verizon),$60,$244,$244
14218,Apple iPad Air 32GB WiFi + 4G (Verizon),$37.60,$236.80,$236.80
14221,Apple iPad Air 16GB WiFi + 4G (Sprint),$37.60,$230.40,$230.40
14224,Apple iPad Air 128GB WiFi + 4G (Sprint),$37.60,$214.40,$214.40
14222,Apple iPad Air 32GB WiFi + 4G (Sprint),$37.60,$230.40,$230.40
14225,Apple iPad Mini with Retina Display 16GB (AT&T),[],$88,$88
14223,Apple iPad Air 64GB WiFi + 4G (Sprint),$37.60,$230.40,$230.40
14226,Apple iPad Mini with Retina Display 16GB (Sprint),[],$80,$80
14229,Apple iPad Mini with Retina Display 16GB WiFi,[],$116,$116
14227,Apple iPad Mini with Retina Display 16GB (T-Mobile),[],$88,$88
14230,Apple iPad Mini with Retina Display 32GB (AT&T),[],$92,$92
14228,Apple iPad Mini with Retina Display 16GB (Verizon),[],$88,$88
14231,Apple iPad Mini with Retina Display 32GB (Sprint),[],$80,$80
14234,Apple iPad Mini with Retina Display 32GB WiFi,[],$128,$128
14232,Apple iPad Mini with Retina Display 32GB (T-Mobile),[],$92,$92
14235,Apple iPad Mini with Retina Display 64GB (AT&T),[],$96,$96
14233,Apple iPad Mini with Retina Display 32GB (Verizon),[],$92,$92
14236,Apple iPad Mini with Retina Display 64GB (Sprint),[],$80,$80
14239,Apple iPad Mini with Retina Display 64GB WiFi,[],$136,$136
14237,Apple iPad Mini with Retina Display 64GB (T-Mobile),[],$96,$96
14240,Apple iPad Mini with Retina Display 128GB (AT&T),[],$104,$104
14238,Apple iPad Mini with Retina Display 64GB (Verizon),[],$96,$96
14241,Apple iPad Mini with Retina Display 128GB (Sprint),[],$80,$80
14244,Apple iPad Mini with Retina Display 128GB WiFi,[],$144,$144
14242,Apple iPad Mini with Retina Display 128GB (T-Mobile),[],$100,$100
14243,Apple iPad Mini with Retina Display 128GB (Verizon),[],$100,$100
